input_street,input_city,input_county,input_state,most_sim_street,sim_score,mostsimstreet_id,highway,lanes,oneway
Wilmington Pike,West Chester,Chester,PA,Wilmington Pike,100,1174583095,trunk,2,yes
Butler Pike,Plymouth Meeting,Montgomery,PA,Butler Pike,100,288828671,tertiary,Not_Present_Value,Not_Present_Value
Highway 370,Bellevue,Sarpy,NE,Highway 370,100,318273903,trunk,2,yes
Carmenita Rd,Cerritos,Los Angeles,CA,Carmenita Rd,100,333873025,secondary,2,yes
Miramar Way,San Diego,San Diego,CA,Miramar Way,100,25299176,secondary,Not_Present_Value,Not_Present_Value
Sumneytown Pike,Harleysville,Montgomery,PA,Sumneytown Pike,100,53795183,primary,Not_Present_Value,Not_Present_Value
Eden Way,Princeton,Mercer,NJ,Eden Way,100,11642742,residential,Not_Present_Value,yes
Principal Row,Orlando,Orange,FL,Principal Row,100,11184319,unclassified,Not_Present_Value,Not_Present_Value
New York State Thruway,Tuxedo Park,Orange,NY,New York State Thruway,100,327386877,motorway,3,yes
Saint Charles Way,York,York,PA,Saint Charles Way,100,6688087,tertiary,Not_Present_Value,Not_Present_Value
Lebanon Pike,Nashville,Davidson,TN,Lebanon Pike,100,635079257,primary,4,Not_Present_Value
Commercial Way,Spring Hill,Hernando,FL,Commercial Way,100,1104832235,trunk,3,yes
Ballpark Way,Arlington,Tarrant,TX,Ballpark Way,100,640152450,secondary,2,yes
Hobson Pike,Antioch,Davidson,TN,Hobson Pike,100,1088788230,secondary,Not_Present_Value,Not_Present_Value
Dickerson Pike,Nashville,Davidson,TN,Dickerson Pike,100,1010173193,primary,2,yes
El Camino Real,Atherton,San Mateo,CA,El Camino Real,100,396846752,primary,3,yes
Alexander Hamilton Bridge,Bronx,Bronx,NY,Alexander Hamilton Bridge,100,121787381,motorway,3,yes
Camino Tassajara,Danville,Contra Costa,CA,Camino Tassajara,100,1207448483,secondary,Not_Present_Value,Not_Present_Value
Highway 90,Conway,Horry,SC,Highway 90,100,1037844654,secondary,2,Not_Present_Value
Citrus Way,Brooksville,Hernando,FL,Citrus Way,100,45157628,secondary,2,Not_Present_Value
Winding Way,Carmichael,Sacramento,CA,Winding Way,100,986673973,secondary,3,yes
Capital Beltway,Springfield,Fairfax,VA,Capital Beltway,100,636964665,motorway,6,yes
Lititz Pike,Lititz,Lancaster,PA,Lititz Pike,100,708417793,trunk,Not_Present_Value,Not_Present_Value
Lavergne Couchville Pike,Antioch,Davidson,TN,Lavergne Couchville Pike,100,19444911,tertiary,Not_Present_Value,Not_Present_Value
Redmond Way,Redmond,King,WA,Redmond Way,100,598101238,primary,Not_Present_Value,yes
Admiralty Way,Marina Del Rey,Los Angeles,CA,Admiralty Way,100,398201116,tertiary,4,yes
Wakulla Way,Orlando,Orange,FL,Wakulla Way,100,550543253,residential,Not_Present_Value,Not_Present_Value
Columbia Pike,Columbia,Howard,MD,Columbia Pike,100,978053373,motorway,3,yes
Jane Addams Memorial Tollway,Hoffman Estates,Cook,IL,Jane Addams Memorial Tollway,100,87102788,motorway,4,yes
Enterprise Way,Oklahoma City,Oklahoma,OK,Enterprise Way,100,14927091,tertiary,2,Not_Present_Value
Westwood Loop,San Antonio,Bexar,TX,Westwood Loop,100,751746060,tertiary,3,yes
Bethlehem Pike,Hatfield,Montgomery,PA,Bethlehem Pike,100,48718703,trunk,4,Not_Present_Value
Churchill Way,Dallas,Dallas,TX,Churchill Way,100,536212289,tertiary,Not_Present_Value,yes
Via Mira Mosa,Murrieta,Riverside,CA,Via Mira Mosa,100,44877363,tertiary,3,Not_Present_Value
El Camino Real,Houston,Harris,TX,El Camino Real,100,1064494846,secondary,Not_Present_Value,yes
Glenwood Cutoff,Scotts Valley,Santa Cruz,CA,Glenwood Cutoff,100,10551570,residential,1,no
IN-37,Fishers,Hamilton,IN,IN-37,100,72454133,motorway_link,2,yes
Straight Path,West Babylon,Suffolk,NY,Straight Path,100,903221500,secondary,Not_Present_Value,Not_Present_Value
Riverside Dr,Los Angeles,Los Angeles,CA,Riverside Dr,100,26597146,motorway,3,yes
Highway 92,Enoree,Spartanburg,SC,Highway 92,100,157761901,secondary,Not_Present_Value,Not_Present_Value
US Highway 19,Port Richey,Pasco,FL,US Highway 19,100,194424763,trunk,3,yes
Brentwood Commons Way,Brentwood,Davidson,TN,Brentwood Commons Way,100,980966234,residential,Not_Present_Value,Not_Present_Value
Weston Way,Dallas,Dallas,TX,Weston Way,100,1065416027,residential,Not_Present_Value,Not_Present_Value
Buckeystown Pike,Frederick,Frederick,MD,Buckeystown Pike,100,128404036,primary,4,yes
State Road 54,Odessa,Pasco,FL,State Road 54,100,525960827,primary,4,yes
Capital Beltway,Capitol Heights,Prince George's,MD,Capital Beltway,100,870795646,motorway,4,yes
Los Feliz Blvd,Los Angeles,Los Angeles,CA,Los Feliz Blvd,100,584712683,primary,3,yes
Brandt Pike,Dayton,Montgomery,OH,Brandt Pike,100,751497638,secondary,2,Not_Present_Value
The Parkway,Greenville,Greenville,SC,The Parkway,100,457973978,tertiary,2,yes
Capital Beltway,College Park,Prince George's,MD,Capital Beltway,100,121069239,motorway,6,yes
Highway 418,Simpsonville,Greenville,SC,Highway 418,100,12420867,primary,2,Not_Present_Value
Mid Way,Purdys,Westchester,NY,Mid Way,100,43979936,secondary,3,Not_Present_Value
Citypark Loop,Houston,Harris,TX,Citypark Loop,100,845680530,unclassified,Not_Present_Value,yes
Lebanon Pike,Hermitage,Davidson,TN,Lebanon Pike,100,1032852619,primary,4,Not_Present_Value
Spur 408,Dallas,Dallas,TX,Spur 408,100,29186618,motorway,3,yes
Glenn L Jackson Memorial Bridge,Vancouver,Clark,WA,Glenn L. Jackson Memorial Bridge,98,160402311,motorway,4,yes
Christine Elizabeth Curv,Montgomery,Montgomery,AL,Christine Elizabeth Curve,98,1015182429,residential,5,Not_Present_Value
Stewarts Point-Skaggs Springs Rd,Annapolis,Sonoma,CA,Stewarts Point-Skaggs Springs Road,97,433030943,secondary,Not_Present_Value,Not_Present_Value
Chicago-Kansas City Expressway S,Liberty,Clay,MO,Chicago-Kansas City Expressway,97,527423777,motorway,2,yes
Bantom Woods Bnd,Austin,Travis,TX,Bantom Woods Bend,97,184163782,residential,Not_Present_Value,Not_Present_Value
Jane Addams Memorial Tollway W,Rolling Meadows,Cook,IL,Jane Addams Memorial Tollway,97,460452323,motorway,4,yes
Chicago-Kansas City Expressway S,Kearney,Clay,MO,Chicago-Kansas City Expressway,97,37598698,motorway,2,yes
Spears Creek Church Rd,Elgin,Richland,SC,Spears Creek Church Road,96,569404490,tertiary,2,Not_Present_Value
Dee Gabriel Collins Rd,Austin,Travis,TX,Dee Gabriel Collins Road,96,707854386,tertiary,Not_Present_Value,Not_Present_Value
Veterans Memorial Tollway N,Lombard,DuPage,IL,Veterans Memorial Tollway,96,993979894,motorway,3,yes
Miamisburg Centerville Rd,Washington Township,Montgomery,OH,Miamisburg Centerville Road,96,1286200766,secondary,Not_Present_Value,yes
Veterans Memorial Tollway N,Downers Grove,DuPage,IL,Veterans Memorial Tollway,96,992671443,motorway,3,yes
Winter Garden Vineland Rd,Winter Garden,Orange,FL,Winter Garden Vineland Road,96,206016362,primary,2,yes
Hammonton Smartville Rd,Marysville,Yuba,CA,Hammonton Smartville Road,96,432461032,tertiary,Not_Present_Value,Not_Present_Value
Lawrenceville Suwanee Rd,Suwanee,Gwinnett,GA,Lawrenceville Suwanee Road,96,175629438,secondary,3,yes
Miamisburg Centerville Rd,Dayton,Montgomery,OH,Miamisburg Centerville Road,96,655241511,primary,2,yes
Morrisville Carpenter Rd,Morrisville,Wake,NC,Morrisville Carpenter Road,96,205007170,secondary,Not_Present_Value,yes
Single Trce,Austin,Travis,TX,Single Trace,96,1079757444,unclassified,3,yes
Baltimore National Pike E,Woodbine,Howard,MD,Baltimore National Pike,96,51379513,motorway,3,yes
Reading Wakefield Rotary,Wakefield,Middlesex,MA,Reading-Wakefield Rotary,96,9233030,secondary,2,yes
Miamisburg Springboro Rd,Miamisburg,Montgomery,OH,Miamisburg Springboro Road,96,577746486,tertiary,6,Not_Present_Value
Highway 99 N,Eugene,Lane,OR,Highway 99N,96,447137567,trunk,4,Not_Present_Value
Upper Big Tujunga Canyon Rd,Palmdale,Los Angeles,CA,Upper Big Tujunga Canyon Road,96,186082696,secondary,Not_Present_Value,Not_Present_Value
Washington National Pike S,Clarksburg,Montgomery,MD,Washington National Pike,96,70200234,motorway,2,yes
Veterans Memorial Tollway N,Lisle,DuPage,IL,Veterans Memorial Tollway,96,992678622,motorway,3,yes
Brea Canyon Cut Off Rd,Diamond Bar,Los Angeles,CA,Brea Canyon Cut Off Road,96,406314423,secondary,2,yes
Camp Francis Johnson Rd,Orange Park,Clay,FL,Camp Francis Johnson Road,96,10839217,residential,Not_Present_Value,Not_Present_Value
Washington National Pike S,Frederick,Frederick,MD,Washington National Pike,96,487235591,motorway,2,yes
Indian Trail Lilburn Rd,Norcross,Gwinnett,GA,Indian Trail Lilburn Road,96,112465891,secondary,Not_Present_Value,Not_Present_Value
Upper Big Tujunga Canyon Rd,Valyermo,Los Angeles,CA,Upper Big Tujunga Canyon Road,96,173014744,secondary,2,Not_Present_Value
Whitestone Glendale Rd,Spartanburg,Spartanburg,SC,Whitestone Glendale Road,96,12552166,tertiary,Not_Present_Value,Not_Present_Value
Old Saint Augustine Rd,Jacksonville,Duval,FL,Old Saint Augustine Road,96,1189813859,secondary,3,yes
Winter Garden Vineland Rd,Windermere,Orange,FL,Winter Garden Vineland Road,96,423433200,primary,2,yes
Frazier Mountain Park Rd,North Antelope Valley,Los Angeles,CA,Frazier Mountain Park Road,96,551554258,secondary,3,yes
Contra Costa Canal Trl,Walnut Creek,Contra Costa,CA,Contra Costa Canal Trail,96,31243650,cycleway,Not_Present_Value,Not_Present_Value
Murrieta Hot Springs Rd,Murrieta,Riverside,CA,Murrieta Hot Springs Road,96,1196284623,primary,4,yes
Jefferson National Pike W,Frederick,Frederick,MD,Jefferson National Pike,96,315462462,motorway,2,yes
New York State Thruway E,Buffalo,Erie,NY,New York State Thruway,96,1115167540,motorway,4,yes
Laurel Fort Meade Rd,Laurel,Anne Arundel,MD,Laurel Fort Meade Road,95,52374874,primary,2,yes
Sycamore School Rd,Fort Worth,Tarrant,TX,Sycamore School Road,95,933737228,secondary,Not_Present_Value,yes
Adirondack Northway S,Lake George,Warren,NY,Adirondack Northway,95,1130782307,motorway,3,yes
Adirondack Northway N,Albany,Albany,NY,Adirondack Northway,95,305572935,motorway,4,yes
Adirondack Northway N,Saratoga Springs,Saratoga,NY,Adirondack Northway,95,134823296,motorway,3,yes
Handley Ederville Rd,Fort Worth,Tarrant,TX,Handley Ederville Road,95,28619095,secondary,Not_Present_Value,Not_Present_Value
Circumferential Rd,Charlotte,Mecklenburg,NC,Circumferential Road,95,648895398,tertiary,2,yes
Old San Antonio Rd,Austin,Travis,TX,Old San Antonio Road,95,15408542,tertiary,2,Not_Present_Value
Community House Rd,Charlotte,Mecklenburg,NC,Community House Road,95,1288153244,tertiary,Not_Present_Value,Not_Present_Value
Hampton Roads Bltwy,Chesapeake,Chesapeake (City),VA,Hampton Roads Beltway,95,50116902,motorway,2,yes
San Miguel Canyon Rd,Salinas,Monterey,CA,San Miguel Canyon Road,95,685293900,secondary,Not_Present_Value,Not_Present_Value
Woman's Way,Baton Rouge,East Baton Rouge,LA,Womans Way,95,359194810,service,Not_Present_Value,yes
Old Easley Bridge Rd,Easley,Pickens,SC,Old Easley Bridge Road,95,12523684,tertiary,Not_Present_Value,Not_Present_Value
Hampton Roads Bltwy,Norfolk,Norfolk (City),VA,Hampton Roads Beltway,95,101134932,motorway,2,yes
Troy Schenectady Rd,Latham,Albany,NY,Troy Schenectady Road,95,669411776,primary,2,yes
American Legion Rd,Stafford,Stafford,VA,American Legion Road,95,51806480,tertiary,Not_Present_Value,Not_Present_Value
Sugarpine Butte Rd,La Pine,Deschutes,OR,Sugarpine Butte Road,95,5378145,track,Not_Present_Value,Not_Present_Value
Auburn Knightdale Rd,Garner,Wake,NC,Auburn Knightdale Road,95,496374882,tertiary,2,Not_Present_Value
Hamilton Church Rd,Antioch,Davidson,TN,Hamilton Church Road,95,1032845392,residential,3,yes
Margaret Wallace Rd,Matthews,Mecklenburg,NC,Margaret Wallace Road,95,1236644855,tertiary,Not_Present_Value,Not_Present_Value
Harrison Bridge Rd,Simpsonville,Greenville,SC,Harrison Bridge Road,95,612647745,secondary,Not_Present_Value,Not_Present_Value
Princeton Creek Ln,Raleigh,Wake,NC,Princeton Creek Lane,95,162874284,residential,Not_Present_Value,no
Adirondack Northway S,Warrensburg,Warren,NY,Adirondack Northway,95,35927852,motorway,2,yes
Greenwell Springs Rd,Baton Rouge,East Baton Rouge,LA,Greenwell Springs Road,95,876125438,secondary,Not_Present_Value,Not_Present_Value
Adirondack Northway S,Latham,Albany,NY,Adirondack Northway,95,249334963,motorway,3,yes
Genoa Red Bluff Rd,Houston,Harris,TX,Genoa Red Bluff Road,95,314697269,secondary,3,yes
Vandora Springs Rd,Garner,Wake,NC,Vandora Springs Road,95,625276067,tertiary,Not_Present_Value,yes
Old Spartanburg Rd,Greer,Greenville,SC,Old Spartanburg Road,95,314994597,tertiary,2,Not_Present_Value
Big Tujunga Canyon Rd,Tujunga,Los Angeles,CA,Big Tujunga Canyon Road,95,30959602,tertiary,2,Not_Present_Value
Saint Charles Rock Rd,Saint Louis,St. Louis County,MO,Saint Charles Rock Road,95,657069087,primary,Not_Present_Value,yes
Adirondack Northway S,Gansevoort,Saratoga,NY,Adirondack Northway,95,669392491,motorway,3,yes
Nations Crossing Rd,Charlotte,Mecklenburg,NC,Nations Crossing Road,95,16698241,residential,Not_Present_Value,Not_Present_Value
Capps Hill Mine Rd,Charlotte,Mecklenburg,NC,Capps Hill Mine Road,95,836960275,tertiary,Not_Present_Value,Not_Present_Value
Millville Plains Rd,Anderson,Shasta,CA,Millville Plains Road,95,10592083,tertiary,Not_Present_Value,Not_Present_Value
Old School House Rd,Cowpens,Spartanburg,SC,Old School House Road,95,12538906,residential,Not_Present_Value,Not_Present_Value
Indian Rock Dam Rd,York,York,PA,Indian Rock Dam Road,95,6701428,tertiary,Not_Present_Value,Not_Present_Value
Sycamore Valley Rd,Danville,Contra Costa,CA,Sycamore Valley Road,95,988221839,secondary,4,yes
Fort Washington Way E,Cincinnati,Hamilton,OH,Fort Washington Way,95,700953297,motorway,4,yes
Friedens Church Rd,Mt Crawford,Rockingham,VA,Friedens Church Road,95,38571871,primary,Not_Present_Value,yes
Gautier Vancleave Rd,Gautier,Jackson,MS,Gautier Vancleave Road,95,25687300,primary,2,yes
Old Sugar Creek Rd,Charlotte,Mecklenburg,NC,Old Sugar Creek Road,95,204634103,tertiary,1,yes
E Bert Kouns Industrial Loop,Shreveport,Caddo,LA,East Bert Kouns Industrial Loop,95,198994446,primary,5,Not_Present_Value
Ritchie Marlboro Rd,Upper Marlboro,Prince George's,MD,Ritchie Marlboro Road,95,995417407,primary,2,yes
Moccasin Wallow Rd,Palmetto,Manatee,FL,Moccasin Wallow Road,95,1095665606,secondary,2,yes
Palomar Airport Rd,Carlsbad,San Diego,CA,Palomar Airport Road,95,33984915,primary,3,yes
Del Mar Heights Rd,San Diego,San Diego,CA,Del Mar Heights Road,95,436312508,primary,4,yes
Green Valley Lake Rd,Green Valley Lake,San Bernardino,CA,Green Valley Lake Road,95,572887227,tertiary,Not_Present_Value,Not_Present_Value
Harrison Bridge Rd,Fountain Inn,Greenville,SC,Harrison Bridge Road,95,856897313,secondary,Not_Present_Value,Not_Present_Value
Washington Ferry Rd,Prattville,Autauga,AL,Washington Ferry Road,95,6200751,residential,Not_Present_Value,Not_Present_Value
Pineville-Matthews Rd,Charlotte,Mecklenburg,NC,Pineville-Matthews Road,95,1149112496,primary,Not_Present_Value,yes
Old Steele Creek Rd,Charlotte,Mecklenburg,NC,Old Steele Creek Road,95,16670181,secondary,Not_Present_Value,Not_Present_Value
Middletown Warwick Rd,Middletown,New Castle,DE,Middletown Warwick Road,95,629141248,primary,2,yes
Pleasant Valley Rd,Raleigh,Wake,NC,Pleasant Valley Road,95,906022496,tertiary,4,Not_Present_Value
Staunton Bridge Rd,Greenville,Greenville,SC,Staunton Bridge Road,95,12448555,tertiary,2,Not_Present_Value
Adirondack Northway N,Latham,Albany,NY,Adirondack Northway,95,44582260,motorway,3,yes
Escondido Canyon Rd,Acton,Los Angeles,CA,Escondido Canyon Road,95,44864029,secondary,Not_Present_Value,Not_Present_Value
Nuckols Crossing Rd,Austin,Travis,TX,Nuckols Crossing Road,95,1014556123,tertiary,2,Not_Present_Value
Fort Bragg-Willits Rd,Willits,Mendocino,CA,Fort Bragg-Willits Road,95,10309946,primary,2,Not_Present_Value
Adirondack Northway N,Ballston Spa,Saratoga,NY,Adirondack Northway,95,134823290,motorway,3,yes
Dallas North Tollway N,Dallas,Dallas,TX,Dallas North Tollway,95,916216453,motorway,3,yes
Pleasant Valley Rd,York,York,PA,Pleasant Valley Road,95,606831547,tertiary,4,no
Nazareth Church Rd,Moore,Spartanburg,SC,Nazareth Church Road,95,12546751,tertiary,Not_Present_Value,Not_Present_Value
Rozzelles Ferry Rd,Charlotte,Mecklenburg,NC,Rozzelles Ferry Road,95,441726539,tertiary,Not_Present_Value,yes
Old Winter Garden Rd,Orlando,Orange,FL,Old Winter Garden Road,95,1272901064,secondary,4,yes
Rancho Bernardo Rd,San Diego,San Diego,CA,Rancho Bernardo Road,95,436277974,secondary,4,yes
Sam Rayburn Tollway S,Lewisville,Denton,TX,Sam Rayburn Tollway,95,4343133,motorway,3,yes
Leesville Church Rd,Raleigh,Wake,NC,Leesville Church Road,95,359167246,tertiary,Not_Present_Value,Not_Present_Value
Clarendon Hills Rd,Darien,Dupage,IL,Clarendon Hills Road,95,573650377,tertiary,Not_Present_Value,Not_Present_Value
Aldine Westfield Rd,Humble,Harris,TX,Aldine Westfield Road,95,1144600530,secondary,5,no
Fairview Church Rd,Spartanburg,Spartanburg,SC,Fairview Church Road,95,1132577826,tertiary,Not_Present_Value,Not_Present_Value
Conshohocken State Rd,Bala Cynwyd,Montgomery,PA,Conshohocken State Road,95,595222061,secondary,2,no
Adirondack Northway S,Queensbury,Warren,NY,Adirondack Northway,95,34366591,motorway,3,yes
Pleasanton Sunol Rd,Sunol,Alameda,CA,Pleasanton Sunol Road,95,59244516,secondary,2,Not_Present_Value
Hampton Roads Bltwy,Hampton,Hampton (City),VA,Hampton Roads Beltway,95,37852714,motorway,3,yes
Handley Ederville Rd,Richland Hills,Tarrant,TX,Handley Ederville Road,95,560717014,secondary,Not_Present_Value,yes
Prosperity Church Rd,Charlotte,Mecklenburg,NC,Prosperity Church Road,95,1159997316,secondary,2,Not_Present_Value
Temescal Canyon Rd,Corona,Riverside,CA,Temescal Canyon Road,95,474592093,secondary,3,Not_Present_Value
Dallas North Tollway S,Dallas,Dallas,TX,Dallas North Tollway,95,916140011,motorway,3,yes
Bud Arthur Bridge Rd,Cowpens,Spartanburg,SC,Bud Arthur Bridge Road,95,38062407,tertiary,Not_Present_Value,Not_Present_Value
Conroy Windermere Rd,Windermere,Orange,FL,Conroy Windermere Road,95,1073831992,secondary,5,yes
Clements Bridge Rd,Woodbury,Gloucester,NJ,Clements Bridge Road,95,775090263,primary,2,yes
Greenwell Springs Rd,Greenwell Springs,East Baton Rouge,LA,Greenwell Springs Road,95,1180353116,primary,Not_Present_Value,yes
Boiling Springs Rd,Spartanburg,Spartanburg,SC,Boiling Springs Road,95,950311233,secondary,2,yes
Chamblee Dunwoody Rd,Atlanta,DeKalb,GA,Chamblee Dunwoody Road,95,560604846,tertiary,2,yes
Adirondack Northway N,Ballston Lake,Saratoga,NY,Adirondack Northway,95,669392542,motorway,3,yes
Old Dobbins Bridge Rd,Fair Play,Anderson,SC,Old Dobbins Bridge Road,95,1259462655,tertiary,2,Not_Present_Value
San Gabriel Canyon Rd,Valyermo,Los Angeles,CA,San Gabriel Canyon Road,95,758835004,tertiary,2,no
Saint Charles Rock Rd,Bridgeton,St. Louis County,MO,Saint Charles Rock Road,95,372274926,primary,3,yes
New Long Valley Rd,Clearlake Oaks,Lake,CA,New Long Valley Road,95,10265682,tertiary,Not_Present_Value,Not_Present_Value
Ebenezer Church Rd,Raleigh,Wake,NC,Ebenezer Church Road,95,693774450,secondary,Not_Present_Value,Not_Present_Value
Spicewood Springs Rd,Austin,Travis,TX,Spicewood Springs Road,95,1084172458,secondary,2,yes
Singleton Ridge Rd,Conway,Horry,SC,Singleton Ridge Road,95,12434869,secondary,Not_Present_Value,Not_Present_Value
Hartman Station Rd,Lancaster,Lancaster,PA,Hartman Station Road,95,583600195,tertiary,2,no
Crazy Horse Canyon Rd,Salinas,Monterey,CA,Crazy Horse Canyon Road,95,1135825059,secondary,Not_Present_Value,Not_Present_Value
